	Plate	Well	Well Number	Original Gene Target	Frames
137450	LT0117_06	P3	363	negative control	46
137486	LT0117_15	A15	15	negative control	46
137497	LT0117_15	B2	26	negative control	35
137534	LT0117_15	C15	63	negative control	32
137545	LT0117_15	D2	74	negative control	61
137775	LT0117_15	M16	304	negative control	36
137786	LT0117_15	N3	315	negative control	41
137823	LT0117_15	O16	352	negative control	61
137834	LT0117_15	P3	363	negative control	31
137870	LT0117_18	A15	15	negative control	50
137881	LT0117_18	B2	26	negative control	37
137918	LT0117_18	C15	63	negative control	60
137929	LT0117_18	D2	74	negative control	34
138159	LT0117_18	M16	304	negative control	62
138170	LT0117_18	N3	315	negative control	60
138207	LT0117_18	O16	352	negative control	47
138218	LT0117_18	P3	363	negative control	34
138254	LT0118_01	A15	15	negative control	57
138265	LT0118_01	B2	26	negative control	60
138302	LT0118_01	C15	63	negative control	37
138313	LT0118_01	D2	74	negative control	40
138543	LT0118_01	M16	304	negative control	36
138554	LT0118_01	N3	315	negative control	42
138591	LT0118_01	O16	352	negative control	48
138602	LT0118_01	P3	363	negative control	54
138638	LT0118_23	A15	15	negative control	60
138649	LT0118_23	B2	26	negative control	42
138686	LT0118_23	C15	63	negative control	34
138697	LT0118_23	D2	74	negative control	51
138927	LT0118_23	M16	304	negative control	58
138938	LT0118_23	N3	315	negative control	62
138975	LT0118_23	O16	352	negative control	54
138986	LT0118_23	P3	363	negative control	59
139022	LT0118_26	A15	15	negative control	45
139033	LT0118_26	B2	26	negative control	45
139070	LT0118_26	C15	63	negative control	47
139081	LT0118_26	D2	74	negative control	34
139311	LT0118_26	M16	304	negative control	62
139322	LT0118_26	N3	315	negative control	52
139359	LT0118_26	O16	352	negative control	37
139370	LT0118_26	P3	363	negative control	42
139406	LT0119_07	A15	15	negative control	58
139417	LT0119_07	B2	26	negative control	37
139454	LT0119_07	C15	63	negative control	54
139465	LT0119_07	D2	74	negative control	51
139695	LT0119_07	M16	304	negative control	58
139706	LT0119_07	N3	315	negative control	54
139743	LT0119_07	O16	352	negative control	33
139754	LT0119_07	P3	363	negative control	31
139790	LT0119_13	A15	15	negative control	32
139801	LT0119_13	B2	26	negative control	53
139838	LT0119_13	C15	63	negative control	52
139849	LT0119_13	D2	74	negative control	56
140079	LT0119_13	M16	304	negative control	35
140090	LT0119_13	N3	315	negative control	44
140127	LT0119_13	O16	352	negative control	39
140138	LT0119_13	P3	363	negative control	38
140174	LT0119_14	A15	15	negative control	55
140185	LT0119_14	B2	26	negative control	53
140222	LT0119_14	C15	63	negative control	48
140233	LT0119_14	D2	74	negative control	51
140463	LT0119_14	M16	304	negative control	57
140474	LT0119_14	N3	315	negative control	39
140511	LT0119_14	O16	352	negative control	36
140522	LT0119_14	P3	363	negative control	32
140558	LT0120_06	A15	15	negative control	53
140569	LT0120_06	B2	26	negative control	57
140606	LT0120_06	C15	63	negative control	49
140617	LT0120_06	D2	74	negative control	41
140847	LT0120_06	M16	304	negative control	61
140858	LT0120_06	N3	315	negative control	60
140895	LT0120_06	O16	352	negative control	42
140906	LT0120_06	P3	363	negative control	61
140942	LT0120_07	A15	15	negative control	38
140953	LT0120_07	B2	26	negative control	57
140990	LT0120_07	C15	63	negative control	61
141001	LT0120_07	D2	74	negative control	41
141231	LT0120_07	M16	304	negative control	52
141242	LT0120_07	N3	315	negative control	38
141279	LT0120_07	O16	352	negative control	56
141290	LT0120_07	P3	363	negative control	43
141326	LT0120_09	A15	15	negative control	53
141337	LT0120_09	B2	26	negative control	53
141374	LT0120_09	C15	63	negative control	50
141385	LT0120_09	D2	74	negative control	56
141615	LT0120_09	M16	304	negative control	44
141626	LT0120_09	N3	315	negative control	56
141663	LT0120_09	O16	352	negative control	41
141674	LT0120_09	P3	363	negative control	34
141710	LT0121_09	A15	15	negative control	51
141721	LT0121_09	B2	26	negative control	51
141758	LT0121_09	C15	63	negative control	48
141769	LT0121_09	D2	74	negative control	50
141999	LT0121_09	M16	304	negative control	56
142010	LT0121_09	N3	315	negative control	36
142047	LT0121_09	O16	352	negative control	32
142058	LT0121_09	P3	363	negative control	59
142094	LT0121_37	A15	15	negative control	43
142105	LT0121_37	B2	26	negative control	56
142142	LT0121_37	C15	63	negative control	38
142153	LT0121_37	D2	74	negative control	59
142383	LT0121_37	M16	304	negative control	36
142394	LT0121_37	N3	315	negative control	51
142431	LT0121_37	O16	352	negative control	57
142442	LT0121_37	P3	363	negative control	33
142478	LT0121_41	A15	15	negative control	47
142489	LT0121_41	B2	26	negative control	44
142526	LT0121_41	C15	63	negative control	39
142537	LT0121_41	D2	74	negative control	38
142767	LT0121_41	M16	304	negative control	32
142778	LT0121_41	N3	315	negative control	32
142815	LT0121_41	O16	352	negative control	32
142826	LT0121_41	P3	363	negative control	40
142862	LT0122_04	A15	15	negative control	54
142873	LT0122_04	B2	26	negative control	35
142910	LT0122_04	C15	63	negative control	55
142921	LT0122_04	D2	74	negative control	37
143151	LT0122_04	M16	304	negative control	32
143162	LT0122_04	N3	315	negative control	49
143199	LT0122_04	O16	352	negative control	62
143210	LT0122_04	P3	363	negative control	59
143246	LT0122_11	A15	15	negative control	55
143257	LT0122_11	B2	26	negative control	60
143294	LT0122_11	C15	63	negative control	51
143305	LT0122_11	D2	74	negative control	58
143535	LT0122_11	M16	304	negative control	54
143546	LT0122_11	N3	315	negative control	56
143583	LT0122_11	O16	352	negative control	41
143594	LT0122_11	P3	363	negative control	60
143630	LT0122_38	A15	15	negative control	46
143641	LT0122_38	B2	26	negative control	55
143678	LT0122_38	C15	63	negative control	59
143689	LT0122_38	D2	74	negative control	55
143919	LT0122_38	M16	304	negative control	34
143930	LT0122_38	N3	315	negative control	49
143967	LT0122_38	O16	352	negative control	52
143978	LT0122_38	P3	363	negative control	37
144014	LT0122_51	A15	15	negative control	51
144025	LT0122_51	B2	26	negative control	52
144062	LT0122_51	C15	63	negative control	54
144073	LT0122_51	D2	74	negative control	58
144303	LT0122_51	M16	304	negative control	57
144314	LT0122_51	N3	315	negative control	56
144351	LT0122_51	O16	352	negative control	31
144362	LT0122_51	P3	363	negative control	45
144398	LT0122_55	A15	15	negative control	34
144409	LT0122_55	B2	26	negative control	52
144446	LT0122_55	C15	63	negative control	36
144457	LT0122_55	D2	74	negative control	38
144687	LT0122_55	M16	304	negative control	55
144698	LT0122_55	N3	315	negative control	47
144735	LT0122_55	O16	352	negative control	42
144746	LT0122_55	P3	363	negative control	42
144782	LT0123_13	A15	15	negative control	43
144793	LT0123_13	B2	26	negative control	33
144830	LT0123_13	C15	63	negative control	53
144841	LT0123_13	D2	74	negative control	36
145071	LT0123_13	M16	304	negative control	48
145082	LT0123_13	N3	315	negative control	57
145119	LT0123_13	O16	352	negative control	60
145130	LT0123_13	P3	363	negative control	45
145166	LT0123_29	A15	15	negative control	36
145177	LT0123_29	B2	26	negative control	45
145214	LT0123_29	C15	63	negative control	48
145225	LT0123_29	D2	74	negative control	40
145455	LT0123_29	M16	304	negative control	45
145466	LT0123_29	N3	315	negative control	43
145503	LT0123_29	O16	352	negative control	61
145514	LT0123_29	P3	363	negative control	33
145561	LT0123_32	B2	26	negative control	34
145598	LT0123_32	C15	63	negative control	31
145609	LT0123_32	D2	74	negative control	60
145839	LT0123_32	M16	304	negative control	43
145850	LT0123_32	N3	315	negative control	43
145887	LT0123_32	O16	352	negative control	43
145898	LT0123_32	P3	363	negative control	62
145934	LT0124_06	A15	15	negative control	50
145945	LT0124_06	B2	26	negative control	60
145982	LT0124_06	C15	63	negative control	61
145993	LT0124_06	D2	74	negative control	31
146223	LT0124_06	M16	304	negative control	48
146234	LT0124_06	N3	315	negative control	60
146271	LT0124_06	O16	352	negative control	58
146282	LT0124_06	P3	363	negative control	33
146318	LT0124_08	A15	15	negative control	49
146329	LT0124_08	B2	26	negative control	50
146366	LT0124_08	C15	63	negative control	35
146377	LT0124_08	D2	74	negative control	58
146607	LT0124_08	M16	304	negative control	52
146618	LT0124_08	N3	315	negative control	62
146655	LT0124_08	O16	352	negative control	61
146666	LT0124_08	P3	363	negative control	55
146702	LT0124_19	A15	15	negative control	36
146713	LT0124_19	B2	26	negative control	48
146750	LT0124_19	C15	63	negative control	37
146761	LT0124_19	D2	74	negative control	46
146991	LT0124_19	M16	304	negative control	32
147002	LT0124_19	N3	315	negative control	46
147039	LT0124_19	O16	352	negative control	40
147050	LT0124_19	P3	363	negative control	53
147086	LT0125_02	A15	15	negative control	44
147097	LT0125_02	B2	26	negative control	48
147134	LT0125_02	C15	63	negative control	43
147145	LT0125_02	D2	74	negative control	52
147375	LT0125_02	M16	304	negative control	53
147386	LT0125_02	N3	315	negative control	44
147423	LT0125_02	O16	352	negative control	49
147434	LT0125_02	P3	363	negative control	46
147470	LT0125_03	A15	15	negative control	33
147481	LT0125_03	B2	26	negative control	42
147518	LT0125_03	C15	63	negative control	40
147529	LT0125_03	D2	74	negative control	49
147759	LT0125_03	M16	304	negative control	39
147770	LT0125_03	N3	315	negative control	53
147807	LT0125_03	O16	352	negative control	50
147818	LT0125_03	P3	363	negative control	46
147854	LT0125_41	A15	15	negative control	35
147865	LT0125_41	B2	26	negative control	41
147902	LT0125_41	C15	63	negative control	48
147913	LT0125_41	D2	74	negative control	61
148154	LT0125_41	N3	315	negative control	37
148191	LT0125_41	O16	352	negative control	53
148202	LT0125_41	P3	363	negative control	43
148238	LT0126_01	A15	15	negative control	39
148249	LT0126_01	B2	26	negative control	39
148286	LT0126_01	C15	63	negative control	39
148297	LT0126_01	D2	74	negative control	43
148527	LT0126_01	M16	304	negative control	36
148538	LT0126_01	N3	315	negative control	49
148575	LT0126_01	O16	352	negative control	33
148586	LT0126_01	P3	363	negative control	36
148622	LT0126_31	A15	15	negative control	60
148633	LT0126_31	B2	26	negative control	56
148670	LT0126_31	C15	63	negative control	36
148681	LT0126_31	D2	74	negative control	35
148911	LT0126_31	M16	304	negative control	41
148922	LT0126_31	N3	315	negative control	60
148959	LT0126_31	O16	352	negative control	58
148970	LT0126_31	P3	363	negative control	48
149006	LT0126_38	A15	15	negative control	57
149017	LT0126_38	B2	26	negative control	42
149054	LT0126_38	C15	63	negative control	48
149065	LT0126_38	D2	74	negative control	39
149295	LT0126_38	M16	304	negative control	55
149306	LT0126_38	N3	315	negative control	34
149343	LT0126_38	O16	352	negative control	47
149354	LT0126_38	P3	363	negative control	42
149390	LT0127_01	A15	15	negative control	56
149401	LT0127_01	B2	26	negative control	49
149438	LT0127_01	C15	63	negative control	46
149449	LT0127_01	D2	74	negative control	56
149679	LT0127_01	M16	304	negative control	34
149690	LT0127_01	N3	315	negative control	53
149727	LT0127_01	O16	352	negative control	35
149738	LT0127_01	P3	363	negative control	59
149774	LT0127_33	A15	15	negative control	38
149785	LT0127_33	B2	26	negative control	61
149822	LT0127_33	C15	63	negative control	52
149833	LT0127_33	D2	74	negative control	60
150063	LT0127_33	M16	304	negative control	52
150074	LT0127_33	N3	315	negative control	34
150111	LT0127_33	O16	352	negative control	55
150122	LT0127_33	P3	363	negative control	42
150158	LT0127_43	A15	15	negative control	54
150169	LT0127_43	B2	26	negative control	46
150206	LT0127_43	C15	63	negative control	44
150217	LT0127_43	D2	74	negative control	57
150447	LT0127_43	M16	304	negative control	46
150458	LT0127_43	N3	315	negative control	32
150495	LT0127_43	O16	352	negative control	42
150506	LT0127_43	P3	363	negative control	54
150542	LT0128_01	A15	15	negative control	36
150553	LT0128_01	B2	26	negative control	61
150590	LT0128_01	C15	63	negative control	57
150601	LT0128_01	D2	74	negative control	35
150831	LT0128_01	M16	304	negative control	58
150842	LT0128_01	N3	315	negative control	31
150879	LT0128_01	O16	352	negative control	36
150890	LT0128_01	P3	363	negative control	42
150926	LT0128_07	A15	15	negative control	60
150937	LT0128_07	B2	26	negative control	59
150974	LT0128_07	C15	63	negative control	44
150985	LT0128_07	D2	74	negative control	60
151215	LT0128_07	M16	304	negative control	57
151226	LT0128_07	N3	315	negative control	58
151263	LT0128_07	O16	352	negative control	38
151274	LT0128_07	P3	363	negative control	58
151310	LT0128_08	A15	15	negative control	60
151321	LT0128_08	B2	26	negative control	61
151358	LT0128_08	C15	63	negative control	39
151369	LT0128_08	D2	74	negative control	42
151599	LT0128_08	M16	304	negative control	32
151610	LT0128_08	N3	315	negative control	45
151647	LT0128_08	O16	352	negative control	37
151658	LT0128_08	P3	363	negative control	42
151694	LT0128_16	A15	15	negative control	41
151705	LT0128_16	B2	26	negative control	53
151742	LT0128_16	C15	63	negative control	56
151753	LT0128_16	D2	74	negative control	31
151983	LT0128_16	M16	304	negative control	49
151994	LT0128_16	N3	315	negative control	39
152031	LT0128_16	O16	352	negative control	37
152042	LT0128_16	P3	363	negative control	61
152078	LT0129_37	A15	15	negative control	53
152089	LT0129_37	B2	26	negative control	58
152126	LT0129_37	C15	63	negative control	42
152137	LT0129_37	D2	74	negative control	34
152367	LT0129_37	M16	304	negative control	51
152378	LT0129_37	N3	315	negative control	35
152415	LT0129_37	O16	352	negative control	62
152426	LT0129_37	P3	363	negative control	35
152462	LT0129_50	A15	15	negative control	48
152473	LT0129_50	B2	26	negative control	51
152510	LT0129_50	C15	63	negative control	60
152521	LT0129_50	D2	74	negative control	62
152751	LT0129_50	M16	304	negative control	60
152762	LT0129_50	N3	315	negative control	58
152799	LT0129_50	O16	352	negative control	46
152810	LT0129_50	P3	363	negative control	50
152846	LT0129_52	A15	15	negative control	39
152857	LT0129_52	B2	26	negative control	57
152894	LT0129_52	C15	63	negative control	57
152905	LT0129_52	D2	74	negative control	40
153135	LT0129_52	M16	304	negative control	49
153146	LT0129_52	N3	315	negative control	62
153183	LT0129_52	O16	352	negative control	61
153194	LT0129_52	P3	363	negative control	48
153230	LT0130_01	A15	15	negative control	38
153241	LT0130_01	B2	26	negative control	55
153278	LT0130_01	C15	63	negative control	50
153289	LT0130_01	D2	74	negative control	34
153519	LT0130_01	M16	304	negative control	40
153530	LT0130_01	N3	315	negative control	59
153567	LT0130_01	O16	352	negative control	46
153578	LT0130_01	P3	363	negative control	47
153614	LT0130_02	A15	15	negative control	54
153625	LT0130_02	B2	26	negative control	38
153662	LT0130_02	C15	63	negative control	52
153673	LT0130_02	D2	74	negative control	34
153914	LT0130_02	N3	315	negative control	58
153951	LT0130_02	O16	352	negative control	38
153962	LT0130_02	P3	363	negative control	61
153998	LT0130_41	A15	15	negative control	39
154009	LT0130_41	B2	26	negative control	36
154046	LT0130_41	C15	63	negative control	36
154057	LT0130_41	D2	74	negative control	32
154287	LT0130_41	M16	304	negative control	54
154298	LT0130_41	N3	315	negative control	59
154335	LT0130_41	O16	352	negative control	45
154346	LT0130_41	P3	363	negative control	37
154382	LT0131_01	A15	15	negative control	48
154393	LT0131_01	B2	26	negative control	39
154430	LT0131_01	C15	63	negative control	57
154441	LT0131_01	D2	74	negative control	32
154671	LT0131_01	M16	304	negative control	33
154682	LT0131_01	N3	315	negative control	61
154719	LT0131_01	O16	352	negative control	47
154730	LT0131_01	P3	363	negative control	60
154766	LT0131_42	A15	15	negative control	33
154777	LT0131_42	B2	26	negative control	42
154814	LT0131_42	C15	63	negative control	62
154825	LT0131_42	D2	74	negative control	41
155055	LT0131_42	M16	304	negative control	51
155066	LT0131_42	N3	315	negative control	35
155103	LT0131_42	O16	352	negative control	45
155114	LT0131_42	P3	363	negative control	55
155150	LT0131_47	A15	15	negative control	51
155161	LT0131_47	B2	26	negative control	38
155198	LT0131_47	C15	63	negative control	60
155209	LT0131_47	D2	74	negative control	36
155439	LT0131_47	M16	304	negative control	45
155450	LT0131_47	N3	315	negative control	49
155487	LT0131_47	O16	352	negative control	45
155498	LT0131_47	P3	363	negative control	46
155534	LT0132_02	A15	15	negative control	50
155545	LT0132_02	B2	26	negative control	31
155582	LT0132_02	C15	63	negative control	54
155593	LT0132_02	D2	74	negative control	56
155823	LT0132_02	M16	304	negative control	58
155834	LT0132_02	N3	315	negative control	37
155871	LT0132_02	O16	352	negative control	40
155882	LT0132_02	P3	363	negative control	55
155918	LT0132_04	A15	15	negative control	32
155929	LT0132_04	B2	26	negative control	42
155966	LT0132_04	C15	63	negative control	54
155977	LT0132_04	D2	74	negative control	59
156207	LT0132_04	M16	304	negative control	37
156218	LT0132_04	N3	315	negative control	39
156255	LT0132_04	O16	352	negative control	59
156266	LT0132_04	P3	363	negative control	35
156302	LT0132_06	A15	15	negative control	43
156313	LT0132_06	B2	26	negative control	34
156350	LT0132_06	C15	63	negative control	61
156361	LT0132_06	D2	74	negative control	36
156591	LT0132_06	M16	304	negative control	61
156602	LT0132_06	N3	315	negative control	57
156639	LT0132_06	O16	352	negative control	43
156650	LT0132_06	P3	363	negative control	49
156686	LT0132_31	A15	15	negative control	31
156697	LT0132_31	B2	26	negative control	32
156734	LT0132_31	C15	63	negative control	51
156745	LT0132_31	D2	74	negative control	44
156975	LT0132_31	M16	304	negative control	57
156986	LT0132_31	N3	315	negative control	47
157023	LT0132_31	O16	352	negative control	42
157034	LT0132_31	P3	363	negative control	52
157070	LT0133_01	A15	15	negative control	45
157081	LT0133_01	B2	26	negative control	44
157118	LT0133_01	C15	63	negative control	39
157129	LT0133_01	D2	74	negative control	34
157359	LT0133_01	M16	304	negative control	40
157370	LT0133_01	N3	315	negative control	48
157407	LT0133_01	O16	352	negative control	36
157418	LT0133_01	P3	363	negative control	57
157454	LT0133_19	A15	15	negative control	62
157465	LT0133_19	B2	26	negative control	58
157502	LT0133_19	C15	63	negative control	42
157513	LT0133_19	D2	74	negative control	44
157743	LT0133_19	M16	304	negative control	40
157754	LT0133_19	N3	315	negative control	44
157791	LT0133_19	O16	352	negative control	44
157802	LT0133_19	P3	363	negative control	47
157838	LT0133_38	A15	15	negative control	55
157849	LT0133_38	B2	26	negative control	57
157886	LT0133_38	C15	63	negative control	48
157897	LT0133_38	D2	74	negative control	53
158127	LT0133_38	M16	304	negative control	62
158138	LT0133_38	N3	315	negative control	56
158175	LT0133_38	O16	352	negative control	59
158186	LT0133_38	P3	363	negative control	44
158222	LT0134_01	A15	15	negative control	38
158233	LT0134_01	B2	26	negative control	57
158270	LT0134_01	C15	63	negative control	48
158281	LT0134_01	D2	74	negative control	35
158511	LT0134_01	M16	304	negative control	42
158522	LT0134_01	N3	315	negative control	46
158559	LT0134_01	O16	352	negative control	61
158570	LT0134_01	P3	363	negative control	60
158606	LT0134_03	A15	15	negative control	59
158617	LT0134_03	B2	26	negative control	56
158654	LT0134_03	C15	63	negative control	39
158665	LT0134_03	D2	74	negative control	57
158895	LT0134_03	M16	304	negative control	58
158906	LT0134_03	N3	315	negative control	37
158943	LT0134_03	O16	352	negative control	38
158954	LT0134_03	P3	363	negative control	52
158990	LT0134_06	A15	15	negative control	54
159001	LT0134_06	B2	26	negative control	55
159038	LT0134_06	C15	63	negative control	57
159049	LT0134_06	D2	74	negative control	58
159279	LT0134_06	M16	304	negative control	42
159290	LT0134_06	N3	315	negative control	36
159327	LT0134_06	O16	352	negative control	60
159338	LT0134_06	P3	363	negative control	48
159374	LT0134_07	A15	15	negative control	51
159385	LT0134_07	B2	26	negative control	60
159422	LT0134_07	C15	63	negative control	54
159433	LT0134_07	D2	74	negative control	55
159663	LT0134_07	M16	304	negative control	60
159674	LT0134_07	N3	315	negative control	54
159711	LT0134_07	O16	352	negative control	59
159722	LT0134_07	P3	363	negative control	54
159758	LT0135_02	A15	15	negative control	56
159769	LT0135_02	B2	26	negative control	40
159806	LT0135_02	C15	63	negative control	31
159817	LT0135_02	D2	74	negative control	37
160047	LT0135_02	M16	304	negative control	50
160058	LT0135_02	N3	315	negative control	38
160095	LT0135_02	O16	352	negative control	49
160106	LT0135_02	P3	363	negative control	37
160142	LT0135_47	A15	15	negative control	34
160153	LT0135_47	B2	26	negative control	59
160190	LT0135_47	C15	63	negative control	61
160201	LT0135_47	D2	74	negative control	36
160431	LT0135_47	M16	304	negative control	55
160442	LT0135_47	N3	315	negative control	61
160479	LT0135_47	O16	352	negative control	40
160490	LT0135_47	P3	363	negative control	36
160526	LT0135_48	A15	15	negative control	58
160537	LT0135_48	B2	26	negative control	47
160574	LT0135_48	C15	63	negative control	57
160585	LT0135_48	D2	74	negative control	60
160815	LT0135_48	M16	304	negative control	62
160826	LT0135_48	N3	315	negative control	37
160863	LT0135_48	O16	352	negative control	56
160874	LT0135_48	P3	363	negative control	42
160910	LT0136_21	A15	15	negative control	48
160921	LT0136_21	B2	26	negative control	62
160958	LT0136_21	C15	63	negative control	62
160969	LT0136_21	D2	74	negative control	51
161199	LT0136_21	M16	304	negative control	57
161210	LT0136_21	N3	315	negative control	38
161247	LT0136_21	O16	352	negative control	52
161258	LT0136_21	P3	363	negative control	49
161294	LT0136_44	A15	15	negative control	41
161305	LT0136_44	B2	26	negative control	37
161342	LT0136_44	C15	63	negative control	35
161353	LT0136_44	D2	74	negative control	58
161583	LT0136_44	M16	304	negative control	38
161594	LT0136_44	N3	315	negative control	62
161631	LT0136_44	O16	352	negative control	46
161642	LT0136_44	P3	363	negative control	44
161678	LT0136_45	A15	15	negative control	34
161689	LT0136_45	B2	26	negative control	37
161726	LT0136_45	C15	63	negative control	58
161737	LT0136_45	D2	74	negative control	42
161967	LT0136_45	M16	304	negative control	38
162015	LT0136_45	O16	352	negative control	42
162026	LT0136_45	P3	363	negative control	47
162062	LT0137_01	A15	15	negative control	53
162073	LT0137_01	B2	26	negative control	35
162110	LT0137_01	C15	63	negative control	49
162121	LT0137_01	D2	74	negative control	42
162351	LT0137_01	M16	304	negative control	50
162362	LT0137_01	N3	315	negative control	33
162399	LT0137_01	O16	352	negative control	57
162410	LT0137_01	P3	363	negative control	47
162446	LT0137_03	A15	15	negative control	59
162457	LT0137_03	B2	26	negative control	40
162494	LT0137_03	C15	63	negative control	36
162505	LT0137_03	D2	74	negative control	39
162735	LT0137_03	M16	304	negative control	48
162746	LT0137_03	N3	315	negative control	47
162783	LT0137_03	O16	352	negative control	43
162794	LT0137_03	P3	363	negative control	59
162830	LT0137_05	A15	15	negative control	56
162841	LT0137_05	B2	26	negative control	61
162878	LT0137_05	C15	63	negative control	58
162889	LT0137_05	D2	74	negative control	36
163119	LT0137_05	M16	304	negative control	58
163130	LT0137_05	N3	315	negative control	58
163167	LT0137_05	O16	352	negative control	61
163178	LT0137_05	P3	363	negative control	56
163214	LT0137_44	A15	15	negative control	58
163225	LT0137_44	B2	26	negative control	57
163262	LT0137_44	C15	63	negative control	49
163273	LT0137_44	D2	74	negative control	43
163503	LT0137_44	M16	304	negative control	32
163514	LT0137_44	N3	315	negative control	58
163551	LT0137_44	O16	352	negative control	41
163562	LT0137_44	P3	363	negative control	34
163598	LT0138_01	A15	15	negative control	60
163609	LT0138_01	B2	26	negative control	47
163646	LT0138_01	C15	63	negative control	58
163657	LT0138_01	D2	74	negative control	59
163887	LT0138_01	M16	304	negative control	37
163898	LT0138_01	N3	315	negative control	31
163935	LT0138_01	O16	352	negative control	38
163946	LT0138_01	P3	363	negative control	56
163982	LT0138_02	A15	15	negative control	34
163993	LT0138_02	B2	26	negative control	58
164030	LT0138_02	C15	63	negative control	55
164041	LT0138_02	D2	74	negative control	51
164271	LT0138_02	M16	304	negative control	62
164282	LT0138_02	N3	315	negative control	35
164319	LT0138_02	O16	352	negative control	43
164330	LT0138_02	P3	363	negative control	52
164366	LT0138_03	A15	15	negative control	48
164377	LT0138_03	B2	26	negative control	53
164414	LT0138_03	C15	63	negative control	62
164425	LT0138_03	D2	74	negative control	39
164655	LT0138_03	M16	304	negative control	46
164666	LT0138_03	N3	315	negative control	37
164703	LT0138_03	O16	352	negative control	41
164714	LT0138_03	P3	363	negative control	32
164750	LT0138_04	A15	15	negative control	35
164761	LT0138_04	B2	26	negative control	35
164798	LT0138_04	C15	63	negative control	58
164809	LT0138_04	D2	74	negative control	44
165039	LT0138_04	M16	304	negative control	44
165050	LT0138_04	N3	315	negative control	40
165087	LT0138_04	O16	352	negative control	39
165098	LT0138_04	P3	363	negative control	37
165134	LT0138_46	A15	15	negative control	61
165145	LT0138_46	B2	26	negative control	43
165182	LT0138_46	C15	63	negative control	33
165193	LT0138_46	D2	74	negative control	34
165423	LT0138_46	M16	304	negative control	39
165434	LT0138_46	N3	315	negative control	47
165471	LT0138_46	O16	352	negative control	36
165482	LT0138_46	P3	363	negative control	39
165518	LT0139_01	A15	15	negative control	54
165529	LT0139_01	B2	26	negative control	60
165566	LT0139_01	C15	63	negative control	52
165577	LT0139_01	D2	74	negative control	53
165807	LT0139_01	M16	304	negative control	36
165818	LT0139_01	N3	315	negative control	54
165855	LT0139_01	O16	352	negative control	58
165866	LT0139_01	P3	363	negative control	57
165902	LT0139_07	A15	15	negative control	35
165913	LT0139_07	B2	26	negative control	42
165950	LT0139_07	C15	63	negative control	58
165961	LT0139_07	D2	74	negative control	33
166191	LT0139_07	M16	304	negative control	37
166202	LT0139_07	N3	315	negative control	37
166239	LT0139_07	O16	352	negative control	55
166250	LT0139_07	P3	363	negative control	43
166286	LT0139_08	A15	15	negative control	48
166297	LT0139_08	B2	26	negative control	62
166334	LT0139_08	C15	63	negative control	47
166345	LT0139_08	D2	74	negative control	36
166575	LT0139_08	M16	304	negative control	31
166586	LT0139_08	N3	315	negative control	41
166623	LT0139_08	O16	352	negative control	48
166634	LT0139_08	P3	363	negative control	43
166670	LT0140_05	A15	15	negative control	35
166681	LT0140_05	B2	26	negative control	62
166718	LT0140_05	C15	63	negative control	59
166729	LT0140_05	D2	74	negative control	62
166959	LT0140_05	M16	304	negative control	41
166970	LT0140_05	N3	315	negative control	60
167007	LT0140_05	O16	352	negative control	32
167018	LT0140_05	P3	363	negative control	40
167054	LT0140_06	A15	15	negative control	47
167065	LT0140_06	B2	26	negative control	44
167102	LT0140_06	C15	63	negative control	50
167113	LT0140_06	D2	74	negative control	40
167343	LT0140_06	M16	304	negative control	43
167354	LT0140_06	N3	315	negative control	43
167391	LT0140_06	O16	352	negative control	50
167402	LT0140_06	P3	363	negative control	42
167438	LT0140_10	A15	15	negative control	47
167449	LT0140_10	B2	26	negative control	55
167486	LT0140_10	C15	63	negative control	61
167497	LT0140_10	D2	74	negative control	49
167727	LT0140_10	M16	304	negative control	36
167738	LT0140_10	N3	315	negative control	45
167775	LT0140_10	O16	352	negative control	35
167786	LT0140_10	P3	363	negative control	49
167822	LT0141_02	A15	15	negative control	35
167833	LT0141_02	B2	26	negative control	49
167870	LT0141_02	C15	63	negative control	46
167881	LT0141_02	D2	74	negative control	31
168111	LT0141_02	M16	304	negative control	48
168122	LT0141_02	N3	315	negative control	36
168159	LT0141_02	O16	352	negative control	61
168170	LT0141_02	P3	363	negative control	42
168206	LT0141_03	A15	15	negative control	43
168217	LT0141_03	B2	26	negative control	36
168254	LT0141_03	C15	63	negative control	39
168265	LT0141_03	D2	74	negative control	45
168495	LT0141_03	M16	304	negative control	47
168506	LT0141_03	N3	315	negative control	47
168543	LT0141_03	O16	352	negative control	41
168554	LT0141_03	P3	363	negative control	36
168590	LT0141_04	A15	15	negative control	54
168601	LT0141_04	B2	26	negative control	46
168638	LT0141_04	C15	63	negative control	34
168649	LT0141_04	D2	74	negative control	37
168879	LT0141_04	M16	304	negative control	47
168890	LT0141_04	N3	315	negative control	49
168927	LT0141_04	O16	352	negative control	61
168938	LT0141_04	P3	363	negative control	47
168974	LT0142_01	A15	15	negative control	62
168985	LT0142_01	B2	26	negative control	41
169022	LT0142_01	C15	63	negative control	46
169033	LT0142_01	D2	74	negative control	52
169263	LT0142_01	M16	304	negative control	32
169274	LT0142_01	N3	315	negative control	54
169311	LT0142_01	O16	352	negative control	41
169322	LT0142_01	P3	363	negative control	43
169358	LT0142_03	A15	15	negative control	62
169369	LT0142_03	B2	26	negative control	50
169406	LT0142_03	C15	63	negative control	33
169417	LT0142_03	D2	74	negative control	50
